ref_id,title,link,summary
YC00014-SDEV-REPP,"A Rosetta Stone for Noncognitive Skills
Understanding, Assessing, and Enhancing Noncognitive Skills in Primary and Secondary Education",https://www.researchgate.net/publication/277476500_A_Rosetta_Stone_for_Noncognitive_Skills_Understanding_Assessing_and_Enhancing_Noncognitive_Skills_in_Primary_and_Secondary_Education/link/556b895508aec22683037b4e/download,"The context provided discusses the importance of noncognitive skills in the workforce and the need for an evidence-based framework to teach and assess these skills in primary and secondary education. The report commissioned by a consortium of organizations identified ethic, teamwork, oral communication, leadership, creativity, and life-long learning as the most sought-after skills by employers. However, these skills were found lacking in new employees joining the workforce.

The paper proposes a framework that includes problem-solving, critical thinking, collaboration, agility, adaptability, initiative, entrepreneurship, effective communication, accessing and analyzing information, curiosity, and imagination. Other sources also highlight the significance of traits like grit and curiosity in achieving success.

The National Research Council suggests using the Big Five personality factors as a framework to understand and assess noncognitive skills. These factors can help translate the various concepts used in education systems across different countries.

Research has shown that noncognitive traits are as important for academic performance as cognitive ability and positively predict performance and satisfaction in work life. Reliable and meaningful assessments for noncognitive skills now exist.

The conclusion emphasizes the value of noncognitive skills and the need for a comprehensive assessment system. The Big Five personality factors model provides a foundation for organizing the various desirable skills and traits. It is up to educators and decision-makers to prioritize and develop these skills in young people. The excuse of not being able to measure noncognitive skills is no longer valid."
YC00015-SDEV-REPP,Can Social and Emotional Skills be Taught? An Analysis of Adult Training Programs,https://fsc-ccf.ca/research/can-social-and-emotional-skills-be-taught/,"The given context discusses a research study conducted with college instructors and students in Canada to explore the teaching, learning, and evaluation of social and emotional skills (SES) in college classrooms. The study aimed to identify the important SES, assess the effectiveness of different approaches, and understand the barriers and challenges in developing these skills.

The research employed interviews with 40 college instructors and 25 college students, which were recorded, transcribed, and analyzed using NVivo software. The coding themes were developed based on research questions and existing literature, and inter-rater reliability tests were conducted to ensure consistency.

The findings indicated that while SES can be taught in a college setting, there are significant barriers to effective teaching and learning. These challenges include ambiguous definitions of SES, limited inclusion of these skills in curricula, rigid teaching contexts and strategies, and the isolation of online learning.

Based on the findings, the research provides recommendations for education leaders and policymakers. These recommendations include establishing clear definitions of SES, incorporating these skills in curricula, implementing flexible teaching approaches, and addressing the challenges of online learning.

The study sample consisted of participants from three Canadian colleges, chosen for their low-barrier, practice-based programming. The research design and protocols were reviewed and approved by a third-party ethics review organization.

Overall, the study highlights the opportunities and challenges in developing SES in college classrooms and offers suggestions for enhancing the teaching and learning of these skills."
YC00016-SDEV-REPP,Lives Put on Hold: The Impact of the COVID-19 Pandemic on Canadaâ€™s Youth,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4393339,"The given context includes various sources and publications from the C.D. Howe Institute, as well as other studies, that discuss the impact of the COVID-19 pandemic on education, employment, and youth in Canada.

One publication titled ""Lives Put on Hold: The Impact of the COVID-19 Pandemic on Canada's Youth"" examines how the pandemic has affected young people in terms of education and employment. It highlights the challenges faced by youth such as disrupted learning, increased unemployment rates, and decreased job opportunities. The publication also discusses the long-term consequences of these disruptions on the labor market outcomes of young individuals.

Another publication titled ""The Skills Imperative: Workforce Development Strategies Post-COVID"" focuses on the importance of developing skills in the post-pandemic workforce. It emphasizes the need for targeted policies and strategies to address the skills gap and ensure the employability of individuals in the changing labor market.

The context also mentions studies on the impact of education disruptions caused by factors like inclement weather, epidemics, and natural disasters. These studies indicate that such disruptions can negatively affect student performance, educational attainment, and engagement, particularly among students from lower socioeconomic backgrounds.

Overall, the context highlights the challenges and consequences of the COVID-19 pandemic on youth, education, and employment in Canada. It emphasizes the need for proactive measures and policies to mitigate the negative effects and promote skill development and workforce readiness."
YC00017-SDEV-RESP,Gendered impacts of the COVID-19 pandemic on the proportion of youth neither in employment nor education at the start of the school year,https://eric.ed.gov/?id=ED615893,"The given context provides information about the NEET (not in employment, education, or training) indicator in Canada and its association with parenthood. The NEET indicator divides respondents into three categories: those who are NEET, those who are attending school (including employed students), and those who are working and not in school. The article focuses on the NEET rate among parents aged 25 to 29 and the impact of having children on their NEET status.

However, the data on parenthood is only available for respondents who are either the reference person in their household or the spouse of the reference person, excluding other relationships like children or siblings. Therefore, the information on NEET status for young parents living in multigenerational families is not provided.

The article also mentions that the NEET rate and school attendance rate of fathers aged 25 to 29 should be interpreted with caution due to high sampling variability. The proportion of men in this age group with children is comparatively low.

Furthermore, the context briefly mentions the impact of the COVID-19 pandemic on education. The second wave of COVID-19 in Canada, which occurred in September to October 2020, coincided with the start of the new school year. The pandemic led to various restrictions on extracurricular activities, school sports, and campus life. Online learning became the norm in most college and university programs, which may have affected the decisions made by youth regarding their education.

Overall, the provided information highlights the relationship between parenthood and the NEET indicator in Canada, while also acknowledging the limitations of the data and the influence of the COVID-19 pandemic on education."
YC00018-SDEV-RESP,A Study on Skills Gap: Beyond Covid,https://jipe.ca/index.php/jipe/article/view/111/47,"The context provided discusses the skills gap in the labor market, particularly in light of the COVID-19 pandemic. It highlights the need for a more well-rounded and cross-trained workforce to increase effectiveness. The pandemic has resulted in the loss of millions of full-time jobs and significant impact on informal economy workers. Global economic growth is expected to return to pre-pandemic levels by 2025.

The pandemic has accelerated the need for new skills, with a focus on social and emotional skills. Companies are increasingly addressing empathy and interpersonal skills. Educational institutions are urged to rethink how they work with industry partners to train students and ensure they are equipped with the skills needed in the job market.

The analysis covers four industries in Canada, examining the skills required for various jobs. It suggests that some certifications may overlook the importance of soft skills. The research recommends the implementation of a relational communications model and the use of data repositories to enhance learning and align programs with industry needs.

The context also mentions the importance of critical thinking, communication, collaboration, and creativity & innovation as key competencies for the 21st century. The jobs analyzed are entry to mid-level positions in logistics, banking, telecommunications, and construction sectors.

Overall, the context emphasizes the skills gap, the need for soft skills, and the importance of aligning educational programs with industry demands to bridge the gap and create a more prepared workforce."
YC00019-SDEV-REPP,Social and Digital Infrastructure Laying the Groundwork for an Inclusive Recovery,https://fsc-ccf.ca/wp-content/uploads/2022/03/FSC_VRST_essential-skills-for-learning-and-working.pdf,"The given context discusses the importance of making learning relevant, culturally appropriate, and experiential in order to better engage students. It highlights the example of students not learning math because they didn't see it as relevant to their lives, but when they had to use a tape measure, they were able to learn fractions. The context also mentions initiatives to address challenges in education, including equitable recovery, essential skills, reimagining post-secondary education, the changing nature of work, and social and digital infrastructure.

One major theme identified in the discussions is the demand for social and emotional skills (SES). These skills, also referred to as people skills or soft skills, allow individuals to adapt and be resilient in changing environments. Prior to the pandemic, employers were already emphasizing the importance of SES.

The context also mentions the use of NVivo 12 software to code interviews conducted as part of the research. It provides a link to the Sounding Tours webpage for more information on the participants and questions asked during the interviews. Additionally, the context includes a bibliography with references to sources such as a study on work-integrated learning and post-secondary education and a resource on trauma-informed practice.

Overall, the context emphasizes the need for relevant and culturally appropriate education, the importance of social and emotional skills, and ongoing initiatives to address challenges in education and employment."
YC00020-SDEV-REPP,Employer and Employee Perceptions of Micro-Credentials,https://fsc-ccf.ca/wp-content/uploads/2023/06/NAIT_FSC_Report_April2023-1.pdf,"The given context is primarily focused on the perceptions and experiences of employers and employees regarding micro-credentials. The study, conducted by the Northern Alberta Institute of Technology (NAIT) in collaboration with Bow Valley College and the Southern Alberta Institute of Technology, aims to develop a conceptual framework for understanding how micro-credentials are valued in comparison to traditional credentials in terms of hiring, promotion, and education choices. The study involves a survey of 222 employers and 287 earners, with a subset of participants also taking part in follow-up interviews.

The participants in the study acknowledge the importance of specific skills, such as empathy and persuasion, in dealing with customers and fulfilling job requirements. The assessment process for the micro-credential involves role-playing scenarios where respondents have to address customer issues and apply their skills to solve problems. The assessment is conducted online, and feedback is provided immediately.

The study also highlights the challenges faced by employers in recognizing work experience in unfamiliar contexts. Trusted institutions and micro-credentials are seen as valuable indicators of an individual's relevance and competence in meeting local regulatory and business requirements.

Overall, the study emphasizes the potential of micro-credentials in validating international work experience and providing individuals with the necessary skills to thrive in the future job market. It is funded by the Government of Canada's Future Skills Program."
YC00021-SDEV-ARTU,How the Pandemic Impacted Gen Z's Soft Skills,"https://www.nsls.org/blog/how-the-pandemic-impacted-gen-z-soft-skills
https://apnorc.org/projects/gen-z-and-the-toll-of-the-pandemic/ 
","The context discusses the impact of the COVID-19 pandemic on Generation Z (Gen Z) and their development, particularly in terms of soft skills. It highlights that Gen Z is facing difficulties in various aspects of their lives, including education, relationships, happiness, and fun. The pandemic has disrupted their educational goals and forced them to adapt to remote learning, which has distanced them from enjoyable aspects of school and made learning more challenging.

The context emphasizes the importance of leadership in creating environments where Gen Z can thrive despite their potentially underdeveloped soft skills. Gen Z is self-aware of their skills gap and willing to address it, making effective leadership crucial. Organizations need to provide guidance and support to aid Gen Z's development. Studies show that Gen Z values supportive managers and is motivated to work harder and stay longer at companies with supportive leadership. On the other hand, they are unlikely to tolerate unsupportive managers.

As Gen Z enters the workforce, organizations are striving to understand how to attract and retain them. While digital nativity, diversity, and shared beliefs are commonly discussed, the impact of the pandemic on Gen Z's skills development is an important aspect that may be overlooked. The context concludes by acknowledging that while generalizations about a generation can be useful for identifying broad trends, individuals within a generation are not all the same.

Overall, the context sheds light on the challenges faced by Gen Z due to the pandemic and the need for effective leadership and support from organizations to help them thrive."
YC00022-SDEV-ARTU,"When Indigenous youth succeed, whole communities benefit",https://careerwise.ceric.ca/2023/09/22/when-indigenous-youth-succeed-whole-communities-benefit/,"Water First is an organization that recognizes the importance of providing not only technical skills but also employability support to help young Indigenous people reach their full potential. They believe that youth are more than just a collection of skills and that they require wrap-around supports to succeed.

One of their programs is the Drinking Water Internship, which focuses on training young Indigenous individuals to become certified water treatment plant operators. The internship provides over 2,000 hours of training and experience, both in the classroom and through hands-on work at local water treatment facilities and out on the land. It is a paid internship that helps interns obtain necessary certifications and develop the skills needed for a career in environmental science.

However, there are barriers to Indigenous youth employment, particularly in remote areas. Many Indigenous youth face a lack of education and work experience, as well as racism and discrimination in the workplace. They also struggle with transportation, child care, and family responsibilities. Additionally, inadequate housing, unhealthy living conditions, and lack of clean drinking water in many Indigenous communities further impact their physical and mental health.

Water First recognizes the importance of employers understanding the context of hiring Indigenous youth and providing the necessary supports. They aim to change the perception that undervalues the skills and unique needs of Indigenous youth. By leveraging their experience and motivation, both employers and communities can benefit.

Water First collaborates with community members to identify water challenges and design training plans that address these issues while providing job opportunities for local youth. They believe that investing time and effort in understanding and supporting Indigenous youth is worthwhile, as they contribute to the workforce and the overall well-being of their communities."
YC00023-SDEV-ARTU,Language at work is becoming more casual thank to Gen Z,https://www.cnbc.com/2023/09/14/language-at-work-is-becoming-more-casual-thanks-to-gen-z.html?&qsearchterm=language%20at%20work%20is%20becoming%20more%20casual%20thanks%20to%20gen%20z,"The use of language in the workplace is evolving, with a shift towards more informal communication styles, according to a new survey by Barclays LifeSkills. The study found that 70% of Brits have noticed language changes at work over the past five years, with 73% stating that they now communicate less formally. The research, based on a survey of over 2,000 Brits, suggests that younger workers, specifically those aged 18-24 (Gen Z), are leading this shift. The report highlights that traditional email sign-offs, such as ""yours truly"" and ""to whom it may concern,"" are likely to disappear from the workplace within the next decade, as they are viewed as outdated. Instead, phrases like ""thanks!"" and ""thanks so much"" are becoming more popular. However, some casual phrases, like ""ta!"" and ""hiya,"" are divisive, with some considering them over-familiar. The study also reveals that younger workers are more likely to use instant messaging platforms at work, while older employees prefer email, which they view as more professional. The changing language styles in the workplace can be attributed to the influence of social media and the emergence of workplace messaging platforms, which have blurred the lines between formal and informal communication."
YC00024-SDEV-REPP,Work-life management through the lens of a 4-day work week,https://rucforsk.ruc.dk/ws/files/81426180/Project_report_final.pdf,"The given context discusses the importance of effective communication in the workplace and the challenges employees face in managing their workload. It emphasizes the need for employees to read the situation correctly and choose the most suitable means of communication. The context also highlights the research problem of work-life balance and how the 4-day workweek can help prioritize work and daily life balance.

To investigate this research problem, a specific methodological framework was created, including suitable methods and research quality criteria. The research was related to critical realism, and interpretative phenomenological analysis was applied to analyze secondary data sources available on the internet.

The context further mentions a theoretical framework that includes two essential components or perspectives: compensation theory and boundary theory. These perspectives help understand the complexities of work-life balance and prioritization.

The context also refers to external sources that provide additional insights into work-life balance theories and the use of secondary data in research.

Overall, the research suggests that the 4-day workweek concept can contribute to a better work-life balance, but it needs to be adopted as an innovation and accompanied by other practices to be successful. The context acknowledges the global context of work-life balance issues and the need for organizations to adapt to the changing digital landscape."
YC00025-SDEV-RESP,"POWER TO THE WORKERS? A QUALITATIVE
STUDY OF WORKERSâ€™ EXPERIENCES OF A 4-DAY
WORKING WEEK",https://www.euruni.edu/Htdocs/Files/v/11117.pdf#page=53,"The context provided is a summary of a qualitative study conducted at an automotive supplier in the North-East of England, focusing on the experiences of employees involved in a trial of a four-day working week. The study aims to gain insight into the impact of the new working arrangement on productivity, turnover, and employee well-being.

The company, a car parts manufacturer, introduced the four-day working week in October 2020 as a trial but it quickly gained popularity among employees and is now widespread. Employees have the option to work either Monday to Thursday or Tuesday to Friday, with the working hours being 8.30 am to 6 pm with a 30-minute break.

The study collected data through unstructured interviews with five employees who gave their consent. The interviews focused on their experiences and perceptions of the four-day working week. The company places a great deal of importance on team spirit and prefers employees to come to the office for two out of the four days.

The findings of the study suggest that despite the reduction in working hours, there has been an increase in productivity and a substantial decrease in turnover. The new working arrangement has made the organization a more attractive place to work, leading to benefits for employee well-being.

The study follows a qualitative approach and employed thematic analysis to interpret and identify key themes from the interview data. The research contributes to the ongoing investigation into the implications of a four-day working week and how it affects employees' quality of life and work satisfaction."
YC00026-SDEV-OPIU,COVID-19 Q&A: Dr. Lawrence Fung on Impacts on the Neurodiverse Community,https://med.stanford.edu/psychiatry/about/covid19/neurodiverse.html,"The given context discusses the impact of COVID-19 on the neurodiverse community and offers recommendations for minimizing its effects. It begins by acknowledging the prolonged nature of the pandemic and the anxiety it will continue to cause in the coming years. Many companies have already announced that employees will work from home until 2021, prompting the adaptation of projects and events to virtual formats. For instance, the Stanford Neurodiversity Project will host its upcoming summit virtually, allowing for a wider audience and the inclusion of distinguished speakers from around the world. Additionally, a virtual Neurodiversity high school camp has been launched to continue supporting neurodiverse individuals.

However, a concern is the potential funding cuts for disabilities, as many states are proposing budget cuts in various areas. This is worrisome given the higher case-fatality rates found among COVID-19 patients with intellectual and developmental disabilities (IDD). The statistics highlight the need for increased funding to support individuals with IDD, including autism.

In terms of employment, prior to the pandemic, the unemployment or underemployment rate among adults on the autism spectrum was estimated to be around 80%. With the economic downturn caused by the pandemic, job losses are expected to disproportionately affect individuals with disabilities. A previous study conducted during the 2008 recession showed that job losses among workers with disabilities were significantly higher than those without disabilities.

Overall, the context emphasizes the importance of continuing progress in embracing the skills and talents of neurodiverse individuals, while also addressing the challenges posed by the pandemic, such as funding cuts and employment disparities."
YC00027-SDEV-RESP,Remote Work and Employment Dynamics under COVID-19: Evidence from Canada,https://www.utpjournals.press/doi/full/10.3138/cpp.2020-026,"The given context is from a research article that focuses on the impact of remote work on employment dynamics during the COVID-19 pandemic in Canada. The article aims to estimate the feasibility of working from home and examine the heterogeneity of this variable across different dimensions. 

The authors use labor microdata to identify various characteristics of workers who are less likely to have jobs that can be done remotely. These characteristics include being poorer, male, without a college degree, working in the private sector, single, employed in small firms, seasonal or contractual workers, part-time workers, younger, and non-immigrant workers. They find that these workers experienced larger employment losses between March and April 2020.

The authors also measure the percentage of jobs that can be performed remotely using the methodology developed by Dingel and Neiman (2020) and applied to other countries. They find that 41% of jobs in Canada can be done remotely, with significant variation across provinces, cities, and industries.

The article highlights the importance of considering productivity or output instead of just jobs when studying the impact of remote work. It also suggests that the impact of policy measures, such as the Canada Emergency Response Benefit, should be studied.

The replication package for the research project is available on GitHub, and the authors acknowledge the contributions of various individuals and organizations to the study. The context concludes with a reference to the full article for further details."
